일자,계(명),국내발생(명),해외유입(명),사망,0-9세,10-19세,20-29세,30-39세,40-49세,50-59세,60-69세,70-79세,80세이상
2023-01-24,"12,247 ","12,216 ",31 ,10 ,913 ,800 ,"1,610 ","1,949 ","1,974 ","1,837 ","1,627 ",883 ,654 
2023-01-25,"19,521 ","19,494 ",27 ,25 ,"1,295 ","1,438 ","2,741 ","3,490 ","3,231 ","2,859 ","2,285 ","1,273 ",909 
2023-01-26,"35,071 ","35,041 ",30 ,25 ,"2,010 ","2,695 ","5,241 ","5,890 ","5,582 ","5,049 ","4,316 ","2,645 ","1,643 "
2023-01-27,"31,695 ","31,647 ",48 ,36 ,"1,844 ","2,648 ","4,632 ","4,804 ","4,769 ","4,585 ","4,015 ","2,463 ","1,935 "
2023-01-28,"23,590 ","23,549 ",41 ,29 ,"1,455 ","1,971 ","3,548 ","3,697 ","3,362 ","3,235 ","3,050 ","1,861 ","1,411 "
2023-01-29,"18,861 ","18,824 ",37 ,29 ,"1,191 ","1,536 ","2,696 ","2,733 ","2,734 ","2,762 ","2,605 ","1,428 ","1,176 "
2023-01-30,"7,411 ","7,389 ",22 ,30 ,623 ,580 ,"1,115 ","1,288 ","1,141 ",935 ,828 ,505 ,396 
2023-01-31,"19,611 ","19,582 ",29 ,24 ,"1,220 ","1,530 ","2,867 ","3,408 ","3,099 ","2,793 ","2,411 ","1,382 ",901 
2023-02-01,"20,412 ","20,384 ",28 ,41 ,"1,159 ","1,568 ","3,171 ","3,147 ","2,920 ","2,837 ","2,619 ","1,643 ","1,348 "
2023-02-02,"16,849 ","16,807 ",42 ,36 ,"1,000 ","1,390 ","2,627 ","2,614 ","2,448 ","2,338 ","2,198 ","1,325 ",909 
2023-02-03,"14,951 ","14,925 ",26 ,30 ,936 ,"1,220 ","2,220 ","2,283 ","2,180 ","2,105 ","1,967 ","1,185 ",855 
2023-02-04,"14,612 ","14,572 ",40 ,22 ,925 ,"1,239 ","2,105 ","2,222 ","2,072 ","2,053 ","1,896 ","1,148 ",952 
2023-02-05,"14,004 ","13,971 ",33 ,22 ,943 ,"1,192 ","1,906 ","2,013 ","1,993 ","1,996 ","1,985 ","1,117 ",859 
2023-02-06,"5,847 ","5,827 ",20 ,16 ,492 ,520 ,777 ,"1,033 ",920 ,727 ,673 ,382 ,323 
2023-02-07,"16,109 ","16,080 ",29 ,10 ,"1,032 ","1,308 ","2,202 ","2,646 ","2,550 ","2,289 ","2,037 ","1,191 ",854 
2023-02-08,"17,920 ","17,882 ",38 ,22 ,"1,132 ","1,506 ","2,492 ","2,819 ","2,616 ","2,437 ","2,325 ","1,414 ","1,179 "
2023-02-09,"14,658 ","14,645 ",13 ,34 ,"1,028 ","1,254 ","2,125 ","2,295 ","2,120 ","2,056 ","1,863 ","1,140 ",777 
2023-02-10,"13,497 ","13,458 ",39 ,17 ,942 ,"1,159 ","1,867 ","2,102 ","1,866 ","1,887 ","1,749 ","1,111 ",814 
2023-02-11,"12,799 ","12,775 ",24 ,16 ,754 ,"1,159 ","1,740 ","1,916 ","1,825 ","1,728 ","1,782 ","1,111 ",784 
2023-02-12,"12,038 ","12,009 ",29 ,23 ,804 ,"1,053 ","1,499 ","1,722 ","1,730 ","1,771 ","1,702 ","1,036 ",721 
2023-02-13,"5,166 ","5,150 ",16 ,11 ,416 ,457 ,714 ,856 ,836 ,642 ,604 ,367 ,274 
2023-02-14,"14,361 ","14,335 ",26 ,11 ,849 ,"1,253 ","2,009 ","2,380 ","2,358 ","2,070 ","1,663 ","1,109 ",670 
2023-02-15,"14,948 ","14,929 ",19 ,24 ,881 ,"1,306 ","2,033 ","2,304 ","2,241 ","2,059 ","1,932 ","1,221 ",971 
2023-02-16,"12,511 ","12,487 ",24 ,22 ,743 ,"1,040 ","1,798 ","2,010 ","1,909 ","1,696 ","1,660 ",959 ,696 
2023-02-17,"11,430 ","11,406 ",24 ,27 ,735 ,"1,015 ","1,578 ","1,711 ","1,658 ","1,569 ","1,578 ",961 ,625 
2023-02-18,"10,714 ","10,688 ",26 ,12 ,683 ,960 ,"1,409 ","1,621 ","1,586 ","1,476 ","1,456 ",911 ,612 
2023-02-19,"10,268 ","10,245 ",23 ,12 ,598 ,840 ,"1,386 ","1,483 ","1,515 ","1,576 ","1,397 ",911 ,562 
2023-02-20,"4,316 ","4,303 ",13 ,9 ,324 ,393 ,588 ,792 ,678 ,542 ,520 ,273 ,206 
2023-02-21,"11,867 ","11,841 ",26 ,8 ,627 ,923 ,"1,705 ","2,044 ","1,900 ","1,757 ","1,396 ",962 ,553 
2023-02-22,"13,067 ","13,035 ",32 ,14 ,683 ,"1,012 ","1,936 ","2,045 ","1,943 ","1,740 ","1,738 ","1,101 ",869 
2023-02-23,"10,839 ","10,811 ",28 ,22 ,626 ,952 ,"1,617 ","1,772 ","1,601 ","1,412 ","1,399 ",888 ,572 
2023-02-24,"10,037 ","10,012 ",25 ,20 ,545 ,823 ,"1,519 ","1,570 ","1,482 ","1,353 ","1,349 ",825 ,571 
2023-02-25,"10,050 ","10,021 ",29 ,11 ,507 ,813 ,"1,462 ","1,547 ","1,394 ","1,440 ","1,349 ",894 ,644 
2023-02-26,"9,204 ","9,187 ",17 ,6 ,464 ,760 ,"1,253 ","1,347 ","1,373 ","1,314 ","1,353 ",792 ,548 
2023-02-27,"4,016 ","4,002 ",14 ,15 ,291 ,358 ,596 ,681 ,664 ,530 ,441 ,234 ,221 
2023-02-28,"10,807 ","10,777 ",30 ,16 ,482 ,894 ,"1,647 ","1,857 ","1,723 ","1,581 ","1,335 ",787 ,501 
2023-03-01,"12,286 ","12,262 ",24 ,11 ,571 ,"1,093 ","1,873 ","1,890 ","1,764 ","1,705 ","1,543 ","1,011 ",836 
2023-03-02,"7,547 ","7,526 ",21 ,15 ,447 ,806 ,"1,154 ","1,191 ","1,096 ","1,001 ",889 ,548 ,415 
2023-03-03,"10,403 ","10,383 ",20 ,11 ,504 ,931 ,"1,623 ","1,705 ","1,610 ","1,450 ","1,289 ",816 ,475 
2023-03-04,"11,241 ","11,220 ",21 ,6 ,541 ,"1,075 ","1,719 ","1,704 ","1,530 ","1,571 ","1,516 ",936 ,649 
2023-03-05,"9,807 ","9,792 ",15 ,5 ,487 ,"1,058 ","1,419 ","1,395 ","1,417 ","1,392 ","1,298 ",802 ,539 
2023-03-06,"4,293 ","4,274 ",19 ,9 ,327 ,505 ,660 ,727 ,651 ,494 ,469 ,245 ,215 
2023-03-07,"12,272 ","12,254 ",18 ,15 ,670 ,"1,459 ","1,877 ","1,972 ","1,811 ","1,651 ","1,425 ",878 ,529 
2023-03-08,"12,787 ","12,775 ",12 ,12 ,686 ,"1,655 ","1,883 ","1,953 ","1,751 ","1,682 ","1,580 ",902 ,695 
2023-03-09,"10,881 ","10,874 ",7 ,20 ,611 ,"1,456 ","1,652 ","1,653 ","1,440 ","1,449 ","1,315 ",755 ,550 
2023-03-10,"10,327 ","10,317 ",10 ,12 ,646 ,"1,583 ","1,564 ","1,440 ","1,392 ","1,347 ","1,124 ",735 ,496 
2023-03-11,"9,999 ","9,984 ",15 ,3 ,614 ,"1,601 ","1,455 ","1,330 ","1,354 ","1,263 ","1,214 ",675 ,493 
2023-03-12,"9,331 ","9,318 ",13 ,7 ,589 ,"1,525 ","1,383 ","1,200 ","1,273 ","1,196 ","1,052 ",652 ,461 
2023-03-13,"4,196 ","4,184 ",12 ,12 ,348 ,731 ,624 ,612 ,608 ,477 ,388 ,238 ,170 
2023-03-14,"11,397 ","11,386 ",11 ,6 ,734 ,"2,094 ","1,700 ","1,812 ","1,623 ","1,311 ","1,027 ",700 ,396 
2023-03-15,"11,892 ","11,871 ",21 ,10 ,749 ,"2,080 ","1,766 ","1,680 ","1,592 ","1,376 ","1,283 ",773 ,593 
2023-03-16,"9,928 ","9,918 ",10 ,17 ,645 ,"1,732 ","1,501 ","1,413 ","1,335 ","1,249 ","1,014 ",637 ,402 
2023-03-17,"9,061 ","9,050 ",11 ,7 ,590 ,"1,507 ","1,275 ","1,307 ","1,263 ","1,056 ",989 ,612 ,462 
2023-03-18,"9,246 ","9,231 ",15 ,4 ,576 ,"1,721 ","1,249 ","1,224 ","1,256 ","1,168 ","1,011 ",605 ,436 
2023-03-19,"8,800 ","8,788 ",12 ,3 ,520 ,"1,525 ","1,276 ","1,130 ","1,204 ","1,085 ","1,025 ",580 ,455 
2023-03-20,"3,924 ","3,912 ",12 ,9 ,310 ,717 ,582 ,579 ,550 ,462 ,378 ,191 ,155 
2023-03-21,"12,009 ","11,992 ",17 ,7 ,732 ,"2,189 ","1,846 ","1,818 ","1,746 ","1,386 ","1,110 ",732 ,450 
2023-03-22,"13,071 ","13,048 ",23 ,9 ,725 ,"2,320 ","1,965 ","1,835 ","1,863 ","1,520 ","1,322 ",888 ,633 
2023-03-23,"11,395 ","11,374 ",21 ,14 ,611 ,"1,804 ","1,739 ","1,633 ","1,642 ","1,384 ","1,292 ",795 ,495 
2023-03-24,"10,275 ","10,261 ",14 ,10 ,618 ,"1,680 ","1,511 ","1,430 ","1,538 ","1,254 ","1,087 ",682 ,475 
2023-03-25,"10,446 ","10,429 ",17 ,6 ,606 ,"1,772 ","1,527 ","1,476 ","1,456 ","1,197 ","1,151 ",757 ,504 
2023-03-26,"9,354 ","9,333 ",21 ,3 ,500 ,"1,413 ","1,408 ","1,275 ","1,266 ","1,220 ","1,180 ",697 ,395 
2023-03-27,"4,199 ","4,190 ",9 ,3 ,310 ,664 ,647 ,697 ,635 ,461 ,410 ,194 ,181 
2023-03-28,"12,122 ","12,108 ",14 ,8 ,654 ,"1,893 ","1,949 ","1,950 ","1,818 ","1,469 ","1,172 ",769 ,448 
2023-03-29,"13,127 ","13,112 ",15 ,14 ,690 ,"2,057 ","2,092 ","1,921 ","1,863 ","1,578 ","1,447 ",827 ,652 
2023-03-30,"11,028 ","11,015 ",13 ,10 ,594 ,"1,533 ","1,788 ","1,657 ","1,600 ","1,388 ","1,227 ",744 ,497 
2023-03-31,"10,358 ","10,340 ",18 ,10 ,555 ,"1,388 ","1,609 ","1,611 ","1,497 ","1,278 ","1,236 ",709 ,475 
2023-04-01,"10,515 ","10,502 ",13 ,5 ,568 ,"1,497 ","1,538 ","1,523 ","1,452 ","1,382 ","1,299 ",783 ,473 
2023-04-02,"9,686 ","9,668 ",18 ,4 ,468 ,"1,214 ","1,408 ","1,397 ","1,466 ","1,275 ","1,216 ",757 ,485 
2023-04-03,"4,348 ","4,330 ",18 ,7 ,301 ,533 ,626 ,797 ,698 ,493 ,444 ,273 ,183 
2023-04-04,"13,363 ","13,347 ",16 ,8 ,645 ,"1,778 ","2,157 ","2,304 ","2,061 ","1,678 ","1,343 ",893 ,504 
2023-04-05,"14,454 ","14,444 ",10 ,7 ,703 ,"1,858 ","2,351 ","2,324 ","2,014 ","1,870 ","1,596 ",999 ,739 
2023-04-06,"12,071 ","12,059 ",12 ,12 ,558 ,"1,418 ","2,017 ","1,924 ","1,698 ","1,608 ","1,411 ",861 ,576 
2023-04-07,"10,724 ","10,707 ",17 ,9 ,496 ,"1,185 ","1,736 ","1,755 ","1,453 ","1,424 ","1,331 ",801 ,543 
2023-04-08,"10,360 ","10,346 ",14 ,4 ,455 ,"1,177 ","1,483 ","1,612 ","1,491 ","1,329 ","1,372 ",854 ,587 
2023-04-09,"9,538 ","9,524 ",14 ,2 ,431 ,"1,044 ","1,338 ","1,430 ","1,354 ","1,257 ","1,326 ",812 ,546 
2023-04-10,"3,995 ","3,987 ",8 ,8 ,224 ,429 ,643 ,637 ,617 ,428 ,477 ,322 ,218 
2023-04-11,"12,436 ","12,413 ",23 ,9 ,538 ,"1,426 ","1,878 ","2,093 ","1,949 ","1,652 ","1,440 ",942 ,518 
2023-04-12,"13,917 ","13,908 ",9 ,14 ,583 ,"1,575 ","2,202 ","2,202 ","2,023 ","1,756 ","1,727 ","1,096 ",753 
2023-04-13,"11,589 ","11,574 ",15 ,5 ,473 ,"1,355 ","1,774 ","1,817 ","1,684 ","1,497 ","1,493 ",897 ,599 
2023-04-14,"11,661 ","11,646 ",15 ,5 ,526 ,"1,154 ","1,726 ","1,830 ","1,696 ","1,471 ","1,627 ","1,001 ",630 
2023-04-15,"11,674 ","11,650 ",24 ,2 ,502 ,"1,178 ","1,609 ","1,755 ","1,674 ","1,584 ","1,605 ","1,024 ",743 
2023-04-16,"10,182 ","10,160 ",22 ,4 ,460 ,935 ,"1,391 ","1,558 ","1,447 ","1,417 ","1,463 ",934 ,577 
2023-04-17,"4,936 ","4,914 ",22 ,4 ,277 ,551 ,740 ,911 ,768 ,626 ,529 ,286 ,248 
2023-04-18,"15,163 ","15,144 ",19 ,10 ,638 ,"1,552 ","2,214 ","2,657 ","2,471 ","1,992 ","1,762 ","1,175 ",702 
2023-04-19,"16,495 ","16,461 ",34 ,6 ,691 ,"1,638 ","2,458 ","2,688 ","2,344 ","2,202 ","2,130 ","1,365 ",979 
2023-04-20,"14,084 ","14,062 ",22 ,9 ,608 ,"1,376 ","1,998 ","2,324 ","2,030 ","1,925 ","1,942 ","1,110 ",771 
2023-04-21,"13,588 ","13,567 ",21 ,7 ,567 ,"1,371 ","1,889 ","2,128 ","1,896 ","1,828 ","1,999 ","1,164 ",746 
2023-04-22,"13,789 ","13,761 ",28 ,5 ,553 ,"1,466 ","1,834 ","2,086 ","1,979 ","1,819 ","1,986 ","1,228 ",838 
2023-04-23,"11,821 ","11,800 ",21 ,5 ,486 ,"1,154 ","1,555 ","1,753 ","1,585 ","1,616 ","1,817 ","1,122 ",733 
2023-04-24,"5,020 ","5,000 ",20 ,8 ,283 ,474 ,664 ,889 ,763 ,700 ,608 ,373 ,266 
2023-04-25,"14,809 ","14,787 ",22 ,6 ,651 ,"1,342 ","1,953 ","2,590 ","2,316 ","1,963 ","1,975 ","1,291 ",728 
2023-04-26,"16,378 ","16,365 ",13 ,15 ,648 ,"1,449 ","2,270 ","2,742 ","2,307 ","2,231 ","2,303 ","1,426 ","1,002 "
2023-04-27,"14,272 ","14,229 ",43 ,11 ,617 ,"1,160 ","2,061 ","2,379 ","2,082 ","1,875 ","2,057 ","1,204 ",837 
2023-04-28,"13,778 ","13,757 ",21 ,10 ,513 ,"1,022 ","1,939 ","2,210 ","1,923 ","1,962 ","2,168 ","1,265 ",776 
2023-04-29,"14,807 ","14,772 ",35 ,3 ,563 ,"1,197 ","1,936 ","2,354 ","2,022 ","2,113 ","2,218 ","1,426 ",978 
2023-04-30,"13,610 ","13,578 ",32 ,5 ,477 ,"1,194 ","1,677 ","2,067 ","1,882 ","1,957 ","2,103 ","1,383 ",870 
2023-05-01,"5,771 ","5,748 ",23 ,8 ,282 ,515 ,795 ,988 ,906 ,737 ,721 ,462 ,365 
2023-05-02,"15,729 ","15,702 ",27 ,10 ,609 ,"1,421 ","2,195 ","2,551 ","2,359 ","2,188 ","2,213 ","1,412 ",781 
2023-05-03,"20,190 ","20,164 ",26 ,8 ,720 ,"1,791 ","2,991 ","3,488 ","2,901 ","2,670 ","2,824 ","1,684 ","1,121 "
2023-05-04,"20,139 ","20,116 ",23 ,7 ,713 ,"1,675 ","2,934 ","3,178 ","2,820 ","2,759 ","2,991 ","1,813 ","1,256 "
2023-05-05,"18,738 ","18,701 ",37 ,6 ,689 ,"1,518 ","2,701 ","2,921 ","2,584 ","2,574 ","2,864 ","1,766 ","1,121 "
2023-05-06,"11,787 ","11,767 ",20 ,2 ,528 ,"1,170 ","1,585 ","1,816 ","1,574 ","1,596 ","1,726 ","1,021 ",771 
2023-05-07,"14,734 ","14,708 ",26 ,6 ,535 ,"1,343 ","1,928 ","2,187 ","2,185 ","1,966 ","2,253 ","1,494 ",843 
2023-05-08,"8,154 ","8,121 ",33 ,7 ,438 ,878 ,"1,213 ","1,353 ","1,210 ",988 ,"1,034 ",631 ,409 
2023-05-09,"21,674 ","21,640 ",34 ,14 ,887 ,"2,394 ","3,265 ","3,721 ","3,311 ","2,692 ","2,662 ","1,667 ","1,075 "
2023-05-10,"23,513 ","23,470 ",43 ,21 ,951 ,"2,512 ","3,684 ","3,599 ","3,321 ","2,985 ","3,062 ","1,994 ","1,405 "
2023-05-11,"20,567 ","20,535 ",32 ,11 ,874 ,"2,264 ","3,197 ","3,261 ","3,021 ","2,581 ","2,708 ","1,642 ","1,019 "
2023-05-12,"19,983 ","19,966 ",17 ,8 ,889 ,"2,171 ","3,050 ","3,141 ","2,741 ","2,536 ","2,686 ","1,623 ","1,146 "
2023-05-13,"19,341 ","19,311 ",30 ,6 ,828 ,"2,166 ","2,814 ","2,919 ","2,649 ","2,500 ","2,657 ","1,652 ","1,156 "
2023-05-14,"17,382 ","17,365 ",17 ,6 ,681 ,"1,994 ","2,449 ","2,547 ","2,369 ","2,238 ","2,548 ","1,575 ",981 
2023-05-15,"7,173 ","7,135 ",38 ,6 ,357 ,934 ,"1,074 ","1,196 ","1,084 ",854 ,810 ,504 ,360 
2023-05-16,"23,670 ","23,637 ",33 ,13 ,898 ,"3,011 ","3,416 ","4,070 ","3,535 ","2,954 ","2,781 ","1,886 ","1,119 "
2023-05-17,"26,127 ","26,088 ",39 ,11 ,"1,034 ","3,496 ","3,871 ","3,899 ","3,558 ","3,218 ","3,323 ","2,135 ","1,593 "
2023-05-18,"21,783 ","21,753 ",30 ,18 ,809 ,"2,572 ","3,308 ","3,239 ","2,996 ","2,878 ","2,923 ","1,873 ","1,185 "
2023-05-19,"19,576 ","19,526 ",50 ,13 ,787 ,"2,401 ","2,842 ","2,960 ","2,658 ","2,536 ","2,656 ","1,670 ","1,066 "
2023-05-20,"18,098 ","18,079 ",19 ,5 ,709 ,"2,207 ","2,535 ","2,646 ","2,498 ","2,273 ","2,613 ","1,585 ","1,032 "
2023-05-21,"16,802 ","16,764 ",38 ,5 ,704 ,"2,011 ","2,251 ","2,451 ","2,423 ","2,206 ","2,408 ","1,442 ",906 
2023-05-22,"6,794 ","6,772 ",22 ,12 ,352 ,910 ,964 ,"1,094 ","1,022 ",825 ,834 ,452 ,341 
2023-05-23,"21,376 ","21,333 ",43 ,15 ,790 ,"3,055 ","3,137 ","3,350 ","3,084 ","2,684 ","2,582 ","1,763 ",931 
2023-05-24,"22,950 ","22,910 ",40 ,17 ,846 ,"3,291 ","3,388 ","3,472 ","3,042 ","2,911 ","2,969 ","1,850 ","1,181 "
2023-05-25,"19,070 ","19,046 ",24 ,17 ,764 ,"2,304 ","2,923 ","2,890 ","2,642 ","2,419 ","2,564 ","1,606 ",958 
2023-05-26,"17,925 ","17,897 ",28 ,15 ,722 ,"2,212 ","2,572 ","2,700 ","2,446 ","2,258 ","2,537 ","1,593 ",885 
2023-05-27,"17,792 ","17,755 ",37 ,3 ,729 ,"2,305 ","2,417 ","2,536 ","2,324 ","2,283 ","2,613 ","1,641 ",944 
2023-05-28,"11,724 ","11,701 ",23 ,2 ,523 ,"1,544 ","1,545 ","1,703 ","1,621 ","1,537 ","1,644 ",992 ,615 
2023-05-29,"6,863 ","6,844 ",19 ,3 ,357 ,945 ,"1,001 ","1,103 ","1,075 ",771 ,763 ,507 ,341 
2023-05-30,"13,517 ","13,498 ",19 ,7 ,536 ,"1,568 ","1,810 ","2,258 ","2,002 ","1,823 ","1,768 ","1,144 ",608 
2023-05-31,"24,405 ","24,357 ",48 ,17 ,890 ,"3,166 ","3,621 ","4,038 ","3,697 ","3,102 ","2,997 ","1,905 ",989 
2023-06-01,"24,598 ","24,565 ",33 ,18 ,902 ,"2,946 ","3,764 ","3,849 ","3,454 ","3,197 ","3,332 ","1,962 ","1,192 "
2023-06-02,"19,718 ","19,690 ",28 ,11 ,826 ,"2,172 ","2,844 ","3,118 ","2,782 ","2,676 ","2,890 ","1,558 ",852 
2023-06-03,"18,736 ","18,712 ",24 ,9 ,796 ,"2,231 ","2,518 ","2,777 ","2,584 ","2,512 ","2,754 ","1,623 ",941 
2023-06-04,"16,171 ","16,155 ",16 ,1 ,654 ,"1,747 ","2,074 ","2,221 ","2,342 ","2,293 ","2,500 ","1,558 ",782 
2023-06-05,"6,945 ","6,929 ",16 ,2 ,406 ,820 ,938 ,"1,081 ","1,057 ",907 ,895 ,509 ,332 
2023-06-06,"19,506 ","19,487 ",19 ,4 ,755 ,"2,009 ","2,595 ","3,090 ","2,953 ","2,664 ","2,728 ","1,839 ",873 
2023-06-07,"15,154 ","15,133 ",21 ,4 ,675 ,"1,498 ","2,182 ","2,288 ","2,246 ","2,095 ","2,174 ","1,187 ",809 
2023-06-08,"20,448 ","20,428 ",20 ,20 ,843 ,"2,162 ","2,967 ","3,387 ","3,162 ","2,713 ","2,755 ","1,627 ",832 
2023-06-09,"21,211 ","21,190 ",21 ,20 ,818 ,"2,283 ","3,090 ","3,386 ","2,951 ","2,756 ","3,067 ","1,875 ",985 
2023-06-10,"17,764 ","17,744 ",20 ,5 ,762 ,"1,833 ","2,403 ","2,770 ","2,406 ","2,383 ","2,640 ","1,617 ",950 
2023-06-11,"16,001 ","15,980 ",21 ,8 ,673 ,"1,495 ","2,003 ","2,369 ","2,311 ","2,206 ","2,662 ","1,466 ",816 
2023-06-12,"4,977 ","4,963 ",14 ,4 ,283 ,559 ,638 ,811 ,778 ,636 ,644 ,382 ,246 
2023-06-13,"20,804 ","20,785 ",19 ,14 ,826 ,"2,276 ","2,621 ","3,375 ","3,295 ","2,734 ","2,894 ","1,849 ",934 
2023-06-14,"20,709 ","20,692 ",17 ,13 ,806 ,"2,391 ","2,691 ","3,202 ","2,940 ","2,727 ","3,023 ","1,790 ","1,139 "
2023-06-15,"17,418 ","17,396 ",22 ,16 ,749 ,"1,836 ","2,368 ","2,678 ","2,486 ","2,315 ","2,621 ","1,568 ",797 
2023-06-16,"16,485 ","16,473 ",12 ,11 ,727 ,"1,922 ","2,062 ","2,461 ","2,286 ","2,211 ","2,560 ","1,461 ",795 
2023-06-17,"16,747 ","16,730 ",17 ,4 ,753 ,"2,138 ","2,031 ","2,425 ","2,275 ","2,242 ","2,478 ","1,559 ",846 
2023-06-18,"15,316 ","15,299 ",17 ,3 ,684 ,"1,807 ","1,781 ","2,079 ","2,115 ","2,118 ","2,448 ","1,472 ",812 
2023-06-19,"6,375 ","6,365 ",10 ,4 ,398 ,842 ,821 ,"1,040 ",953 ,791 ,782 ,457 ,291 
2023-06-20,"19,734 ","19,719 ",15 ,4 ,823 ,"2,545 ","2,389 ","3,136 ","2,999 ","2,617 ","2,680 ","1,682 ",863 
2023-06-21,"20,961 ","20,945 ",16 ,13 ,961 ,"2,801 ","2,696 ","3,217 ","2,878 ","2,647 ","2,870 ","1,812 ","1,079 "
2023-06-22,"17,131 ","17,098 ",33 ,14 ,856 ,"2,070 ","2,326 ","2,659 ","2,423 ","2,166 ","2,397 ","1,427 ",807 
2023-06-23,"16,246 ","16,232 ",14 ,10 ,781 ,"2,075 ","2,064 ","2,446 ","2,249 ","2,070 ","2,336 ","1,425 ",800 
2023-06-24,"16,413 ","16,396 ",17 ,6 ,794 ,"2,201 ","2,060 ","2,402 ","2,129 ","2,107 ","2,479 ","1,456 ",785 
2023-06-25,"16,062 ","16,054 ",8 ,5 ,840 ,"2,042 ","1,841 ","2,178 ","2,255 ","2,135 ","2,528 ","1,440 ",803 
2023-06-26,"6,592 ","6,577 ",15 ,4 ,475 ,964 ,775 ,"1,062 ",987 ,832 ,758 ,465 ,274 
2023-06-27,"20,847 ","20,835 ",12 ,10 ,968 ,"2,785 ","2,594 ","3,350 ","3,185 ","2,673 ","2,707 ","1,735 ",850 
2023-06-28,"21,533 ","21,512 ",21 ,13 ,"1,021 ","2,760 ","2,860 ","3,282 ","3,110 ","2,737 ","2,829 ","1,791 ","1,143 "
2023-06-29,"19,297 ","19,285 ",12 ,11 ,926 ,"2,193 ","2,705 ","3,152 ","2,709 ","2,473 ","2,680 ","1,576 ",883 
2023-06-30,"18,877 ","18,856 ",21 ,11 ,962 ,"2,274 ","2,659 ","2,946 ","2,681 ","2,379 ","2,585 ","1,557 ",834 
2023-07-01,"18,882 ","18,862 ",20 ,3 ,957 ,"2,437 ","2,524 ","2,713 ","2,621 ","2,328 ","2,692 ","1,639 ",971 
2023-07-02,"17,590 ","17,578 ",12 ,2 ,855 ,"2,114 ","2,130 ","2,416 ","2,624 ","2,359 ","2,646 ","1,607 ",839 
2023-07-03,"7,513 ","7,507 ",6 ,3 ,514 ,"1,000 ",941 ,"1,224 ","1,150 ",933 ,876 ,532 ,343 
2023-07-04,"25,660 ","25,647 ",13 ,3 ,"1,194 ","3,474 ","3,424 ","4,205 ","3,949 ","3,279 ","3,154 ","1,986 ",995 
2023-07-05,"27,434 ","27,425 ",9 ,11 ,"1,301 ","3,791 ","3,866 ","4,313 ","3,844 ","3,465 ","3,484 ","2,056 ","1,314 "
2023-07-06,"24,356 ","24,336 ",20 ,12 ,"1,096 ","3,026 ","3,794 ","3,809 ","3,468 ","3,043 ","3,188 ","1,907 ","1,025 "
2023-07-07,"24,767 ","24,753 ",14 ,7 ,"1,131 ","3,250 ","3,548 ","3,797 ","3,464 ","3,178 ","3,253 ","2,035 ","1,111 "
2023-07-08,"25,672 ","25,654 ",18 ,3 ,"1,135 ","3,927 ","3,376 ","3,712 ","3,499 ","3,249 ","3,540 ","2,101 ","1,133 "
2023-07-09,"22,566 ","22,550 ",16 ,2 ,"1,017 ","3,173 ","2,772 ","3,182 ","3,140 ","3,080 ","3,211 ","1,976 ","1,015 "
2023-07-10,"9,255 ","9,249 ",6 ,2 ,548 ,"1,343 ","1,252 ","1,424 ","1,439 ","1,132 ","1,073 ",607 ,437 
2023-07-11,"31,224 ","31,212 ",12 ,4 ,"1,203 ","5,289 ","3,950 ","4,855 ","4,608 ","3,821 ","3,842 ","2,468 ","1,188 "
2023-07-12,"34,118 ","34,105 ",13 ,10 ,"1,496 ","5,981 ","4,576 ","4,953 ","4,754 ","3,990 ","4,230 ","2,569 ","1,569 "
2023-07-13,"29,347 ","29,335 ",12 ,13 ,"1,256 ","4,475 ","4,032 ","4,486 ","4,260 ","3,629 ","3,711 ","2,286 ","1,212 "
2023-07-14,"29,556 ","29,533 ",23 ,4 ,"1,239 ","4,788 ","3,791 ","4,299 ","4,140 ","3,704 ","3,889 ","2,389 ","1,317 "
2023-07-15,"30,870 ","30,860 ",10 ,5 ,"1,327 ","5,498 ","3,827 ","4,127 ","4,171 ","3,803 ","4,013 ","2,662 ","1,442 "
2023-07-16,"28,420 ","28,407 ",13 ,5 ,"1,125 ","4,403 ","3,234 ","3,745 ","3,971 ","3,886 ","4,109 ","2,532 ","1,415 "
2023-07-17,"12,114 ","12,112 ",2 ,4 ,652 ,"1,985 ","1,490 ","1,679 ","1,831 ","1,612 ","1,463 ",838 ,564 
2023-07-18,"41,993 ","41,972 ",21 ,3 ,"1,482 ","7,129 ","5,054 ","6,181 ","6,182 ","5,400 ","5,258 ","3,447 ","1,860 "
2023-07-19,"47,028 ","47,018 ",10 ,6 ,"1,846 ","7,919 ","6,004 ","6,590 ","6,658 ","5,830 ","6,009 ","3,806 ","2,366 "
2023-07-20,"40,856 ","40,838 ",18 ,10 ,"1,565 ","5,369 ","5,732 ","6,131 ","6,084 ","5,402 ","5,499 ","3,233 ","1,841 "
2023-07-21,"40,897 ","40,883 ",14 ,14 ,"1,630 ","5,034 ","5,355 ","5,985 ","6,134 ","5,441 ","5,711 ","3,515 ","2,092 "
2023-07-22,"42,497 ","42,480 ",17 ,7 ,"1,634 ","5,485 ","5,344 ","5,902 ","6,179 ","5,670 ","6,114 ","3,881 ","2,288 "
2023-07-23,"41,573 ","41,563 ",10 ,7 ,"1,553 ","5,076 ","4,933 ","5,664 ","6,062 ","5,979 ","6,244 ","3,907 ","2,155 "
