일자,계(명),국내발생(명),해외유입(명),사망,0-9세,10-19세,20-29세,30-39세,40-49세,50-59세,60-69세,70-79세,80세이상
2022-02-16,"90,411 ","90,248 ",163 ,39 ,"12,579 ","14,161 ","15,551 ","13,560 ","14,524 ","9,755 ","6,201 ","2,418 ","1,662 "
2022-02-17,"93,104 ","93,013 ",91 ,36 ,"13,186 ","14,793 ","15,718 ","14,163 ","15,193 ","9,880 ","6,137 ","2,334 ","1,700 "
2022-02-18,"109,780 ","109,665 ",115 ,44 ,"14,124 ","16,629 ","19,320 ","17,403 ","18,253 ","11,787 ","7,613 ","2,768 ","1,883 "
2022-02-19,"102,174 ","102,035 ",139 ,69 ,"13,015 ","15,425 ","17,785 ","15,456 ","16,453 ","11,305 ","7,767 ","2,896 ","2,072 "
2022-02-20,"104,794 ","104,695 ",99 ,51 ,"14,393 ","15,555 ","17,311 ","15,428 ","16,611 ","11,739 ","8,369 ","3,234 ","2,154 "
2022-02-21,"95,337 ","95,192 ",145 ,45 ,"13,542 ","13,795 ","14,675 ","14,038 ","15,605 ","11,220 ","7,791 ","2,898 ","1,773 "
2022-02-22,"99,531 ","99,401 ",130 ,58 ,"15,336 ","14,036 ","14,947 ","15,595 ","16,707 ","11,093 ","7,321 ","2,659 ","1,837 "
2022-02-23,"171,415 ","171,235 ",180 ,99 ,"24,776 ","21,976 ","26,960 ","27,266 ","28,648 ","19,725 ","13,628 ","5,107 ","3,329 "
2022-02-24,"169,974 ","169,806 ",168 ,82 ,"24,422 ","22,987 ","26,020 ","27,115 ","28,039 ","18,995 ","13,586 ","5,233 ","3,577 "
2022-02-25,"165,834 ","165,694 ",140 ,93 ,"21,734 ","22,038 ","26,526 ","26,647 ","27,572 ","18,505 ","13,919 ","5,281 ","3,612 "
2022-02-26,"166,169 ","166,027 ",142 ,112 ,"20,950 ","21,318 ","26,582 ","25,738 ","27,093 ","19,886 ","14,837 ","5,912 ","3,853 "
2022-02-27,"163,525 ","163,372 ",153 ,49 ,"21,281 ","20,551 ","25,625 ","24,897 ","25,928 ","19,802 ","15,261 ","6,278 ","3,902 "
2022-02-28,"139,604 ","139,444 ",160 ,114 ,"19,110 ","17,800 ","20,799 ","21,061 ","23,052 ","16,778 ","12,899 ","4,972 ","3,133 "
2022-03-01,"138,966 ","138,907 ",59 ,111 ,"19,798 ","17,718 ","20,770 ","22,026 ","22,728 ","16,256 ","12,119 ","4,535 ","3,016 "
2022-03-02,"219,194 ","219,125 ",69 ,95 ,"26,784 ","27,961 ","34,284 ","34,419 ","35,737 ","27,017 ","19,896 ","8,032 ","5,064 "
2022-03-03,"198,783 ","198,728 ",55 ,126 ,"26,413 ","26,132 ","29,790 ","31,576 ","32,913 ","22,751 ","17,518 ","6,806 ","4,884 "
2022-03-04,"266,820 ","266,738 ",82 ,182 ,"32,159 ","34,412 ","43,638 ","42,775 ","42,522 ","31,383 ","23,929 ","9,817 ","6,185 "
2022-03-05,"254,284 ","254,206 ",78 ,214 ,"30,722 ","37,556 ","40,019 ","37,679 ","39,467 ","29,466 ","23,516 ","9,648 ","6,211 "
2022-03-06,"243,589 ","243,501 ",88 ,159 ,"26,548 ","32,827 ","39,231 ","35,458 ","37,151 ","29,924 ","24,737 ","10,692 ","7,021 "
2022-03-07,"210,679 ","210,589 ",90 ,138 ,"24,569 ","29,362 ","32,281 ","29,738 ","32,460 ","26,397 ","21,415 ","9,045 ","5,412 "
2022-03-08,"202,645 ","202,570 ",75 ,185 ,"27,945 ","30,891 ","30,742 ","29,358 ","31,478 ","23,522 ","17,566 ","6,858 ","4,285 "
2022-03-09,"342,396 ","342,336 ",60 ,156 ,"44,589 ","51,185 ","51,883 ","48,869 ","51,063 ","40,872 ","31,471 ","13,909 ","8,555 "
2022-03-10,"327,492 ","327,435 ",57 ,205 ,"42,429 ","46,123 ","47,890 ","48,076 ","49,312 ","38,221 ","31,710 ","14,302 ","9,429 "
2022-03-11,"282,949 ","282,842 ",107 ,225 ,"35,611 ","39,962 ","43,197 ","43,560 ","45,025 ","32,741 ","25,544 ","10,625 ","6,684 "
2022-03-12,"383,611 ","383,537 ",74 ,269 ,"45,423 ","54,054 ","61,535 ","56,022 ","57,288 ","45,635 ","36,587 ","16,674 ","10,393 "
2022-03-13,"350,126 ","350,091 ",35 ,249 ,"43,575 ","47,939 ","52,693 ","49,045 ","51,379 ","41,618 ","36,812 ","16,930 ","10,135 "
2022-03-14,"309,741 ","309,679 ",62 ,200 ,"37,373 ","42,560 ","44,614 ","44,399 ","47,570 ","38,002 ","32,500 ","14,410 ","8,313 "
2022-03-15,"362,222 ","362,167 ",55 ,293 ,"50,221 ","51,356 ","53,118 ","54,144 ","56,914 ","42,300 ","32,937 ","13,835 ","7,397 "
2022-03-16,"400,445 ","400,369 ",76 ,163 ,"52,594 ","56,634 ","57,812 ","57,465 ","59,564 ","48,492 ","40,101 ","17,958 ","9,825 "
2022-03-17,"621,035 ","620,977 ",58 ,427 ,"77,042 ","80,302 ","89,369 ","91,726 ","93,407 ","75,488 ","64,200 ","30,504 ","18,997 "
2022-03-18,"406,778 ","406,739 ",39 ,300 ,"49,677 ","52,778 ","57,510 ","59,715 ","61,725 ","50,281 ","42,854 ","20,502 ","11,736 "
2022-03-19,"381,317 ","381,254 ",63 ,312 ,"48,661 ","50,580 ","51,837 ","53,044 ","55,905 ","47,319 ","42,036 ","20,116 ","11,819 "
2022-03-20,"334,545 ","334,521 ",24 ,326 ,"44,265 ","43,378 ","41,928 ","45,601 ","49,142 ","42,383 ","38,299 ","18,923 ","10,626 "
2022-03-21,"209,087 ","209,047 ",40 ,329 ,"31,344 ","27,660 ","25,808 ","31,107 ","32,303 ","24,544 ","21,340 ","9,468 ","5,513 "
2022-03-22,"353,850 ","353,805 ",45 ,379 ,"55,474 ","50,871 ","42,724 ","53,104 ","55,502 ","40,782 ","32,686 ","14,968 ","7,739 "
2022-03-23,"490,671 ","490,626 ",45 ,291 ,"67,373 ","67,080 ","60,539 ","71,683 ","74,456 ","58,774 ","49,714 ","24,725 ","16,327 "
2022-03-24,"395,486 ","395,419 ",67 ,465 ,"49,844 ","51,709 ","51,674 ","60,612 ","63,298 ","47,192 ","40,006 ","19,334 ","11,817 "
2022-03-25,"339,420 ","339,391 ",29 ,391 ,"40,726 ","44,107 ","44,832 ","50,883 ","53,578 ","41,586 ","35,600 ","17,481 ","10,627 "
2022-03-26,"335,475 ","335,426 ",49 ,319 ,"41,737 ","45,006 ","42,720 ","46,870 ","50,525 ","41,742 ","36,910 ","18,295 ","11,670 "
2022-03-27,"318,013 ","317,968 ",45 ,281 ,"39,803 ","40,522 ","38,130 ","43,583 ","48,437 ","41,221 ","37,028 ","18,359 ","10,930 "
2022-03-28,"187,129 ","187,099 ",30 ,284 ,"27,426 ","25,055 ","22,546 ","27,711 ","29,503 ","21,823 ","19,109 ","8,907 ","5,049 "
2022-03-29,"347,434 ","347,393 ",41 ,235 ,"49,335 ","49,989 ","43,008 ","51,908 ","55,321 ","41,475 ","31,989 ","16,087 ","8,322 "
2022-03-30,"424,532 ","424,500 ",32 ,429 ,"52,699 ","56,476 ","52,463 ","62,286 ","65,481 ","52,361 ","44,114 ","23,085 ","15,567 "
2022-03-31,"320,654 ","320,629 ",25 ,368 ,"37,127 ","40,513 ","42,041 ","48,728 ","51,855 ","39,681 ","33,630 ","17,016 ","10,063 "
2022-04-01,"280,210 ","280,157 ",53 ,360 ,"31,551 ","35,643 ","37,137 ","41,230 ","44,523 ","35,206 ","30,403 ","15,452 ","9,065 "
2022-04-02,"264,132 ","264,066 ",66 ,338 ,"29,228 ","32,641 ","34,367 ","36,579 ","40,647 ","34,623 ","30,459 ","15,646 ","9,942 "
2022-04-03,"234,233 ","234,208 ",25 ,304 ,"27,090 ","27,978 ","28,357 ","32,196 ","36,460 ","31,299 ","28,010 ","14,367 ","8,476 "
2022-04-04,"127,154 ","127,134 ",20 ,215 ,"17,966 ","15,795 ","15,820 ","19,377 ","20,171 ","14,910 ","13,085 ","6,370 ","3,660 "
2022-04-05,"266,066 ","266,030 ",36 ,207 ,"34,382 ","35,459 ","34,003 ","39,797 ","42,727 ","33,392 ","26,062 ","13,149 ","7,095 "
2022-04-06,"286,222 ","286,199 ",23 ,367 ,"31,418 ","35,987 ","38,404 ","41,539 ","43,592 ","36,700 ","30,801 ","16,431 ","11,350 "
2022-04-07,"224,763 ","224,722 ",41 ,345 ,"22,954 ","26,771 ","31,969 ","34,219 ","35,450 ","29,177 ","23,968 ","12,664 ","7,591 "
2022-04-08,"205,286 ","205,249 ",37 ,372 ,"21,190 ","24,768 ","28,122 ","29,736 ","32,491 ","26,839 ","22,904 ","12,103 ","7,133 "
2022-04-09,"185,506 ","185,461 ",45 ,335 ,"19,651 ","22,076 ","24,465 ","25,208 ","27,637 ","24,498 ","22,370 ","11,996 ","7,605 "
2022-04-10,"164,426 ","164,394 ",32 ,327 ,"17,466 ","18,722 ","20,581 ","22,340 ","25,056 ","22,731 ","20,299 ","10,852 ","6,379 "
2022-04-11,"90,895 ","90,869 ",26 ,256 ,"12,179 ","10,720 ","11,816 ","13,708 ","14,356 ","11,128 ","9,327 ","4,745 ","2,916 "
2022-04-12,"210,695 ","210,648 ",47 ,170 ,"23,246 ","26,399 ","28,619 ","31,822 ","33,513 ","28,129 ","21,662 ","11,373 ","5,932 "
2022-04-13,"195,363 ","195,323 ",40 ,183 ,"19,581 ","22,955 ","27,268 ","28,693 ","29,327 ","25,641 ","21,541 ","11,744 ","8,613 "
2022-04-14,"148,412 ","148,377 ",35 ,316 ,"14,512 ","16,813 ","21,294 ","22,367 ","22,925 ","19,636 ","16,628 ","8,847 ","5,390 "
2022-04-15,"125,807 ","125,790 ",17 ,261 ,"12,134 ","13,891 ","17,580 ","18,236 ","19,368 ","17,206 ","14,867 ","7,885 ","4,640 "
2022-04-16,"107,877 ","107,846 ",31 ,270 ,"10,488 ","11,186 ","14,361 ","14,761 ","16,114 ","15,092 ","13,636 ","7,543 ","4,696 "
2022-04-17,"92,957 ","92,935 ",22 ,203 ,"9,726 ","9,164 ","11,189 ","12,760 ","13,959 ","13,039 ","12,153 ","6,679 ","4,288 "
2022-04-18,"47,715 ","47,701 ",14 ,131 ,"6,736 ","5,291 ","6,119 ","7,556 ","7,533 ","5,732 ","4,781 ","2,401 ","1,566 "
2022-04-19,"118,460 ","118,432 ",28 ,130 ,"13,039 ","13,607 ","15,414 ","17,504 ","18,774 ","16,206 ","12,933 ","7,263 ","3,720 "
2022-04-20,"111,278 ","111,262 ",16 ,165 ,"11,050 ","11,784 ","15,355 ","16,211 ","16,617 ","14,973 ","13,108 ","7,437 ","4,743 "
2022-04-21,"90,830 ","90,795 ",35 ,147 ,"8,615 ","9,294 ","13,045 ","13,698 ","13,928 ","12,314 ","10,643 ","5,874 ","3,419 "
2022-04-22,"81,033 ","81,014 ",19 ,205 ,"7,664 ","8,109 ","11,292 ","11,831 ","12,270 ","11,323 ","9,922 ","5,499 ","3,123 "
2022-04-23,"75,401 ","75,366 ",35 ,151 ,"7,294 ","7,332 ","10,103 ","10,416 ","10,875 ","10,551 ","9,918 ","5,406 ","3,506 "
2022-04-24,"64,672 ","64,635 ",37 ,109 ,"6,198 ","6,018 ","8,352 ","9,060 ","9,697 ","9,328 ","8,574 ","4,709 ","2,736 "
2022-04-25,"34,358 ","34,319 ",39 ,109 ,"4,405 ","3,611 ","4,639 ","5,542 ","5,335 ","4,215 ","3,585 ","1,843 ","1,183 "
2022-04-26,"80,324 ","80,299 ",25 ,81 ,"8,256 ","8,316 ","11,039 ","12,222 ","12,701 ","11,121 ","8,961 ","5,000 ","2,708 "
2022-04-27,"76,751 ","76,712 ",39 ,140 ,"7,064 ","7,161 ","10,964 ","11,325 ","11,360 ","10,624 ","9,400 ","5,268 ","3,585 "
2022-04-28,"57,448 ","57,423 ",25 ,121 ,"5,181 ","5,416 ","8,776 ","8,728 ","8,822 ","7,787 ","6,816 ","3,707 ","2,215 "
2022-04-29,"50,552 ","50,521 ",31 ,136 ,"4,522 ","4,749 ","7,674 ","7,357 ","7,493 ","7,158 ","6,194 ","3,438 ","1,967 "
2022-04-30,"43,269 ","43,251 ",18 ,70 ,"3,736 ","4,121 ","6,242 ","5,955 ","6,147 ","6,201 ","5,711 ","3,238 ","1,918 "
2022-05-01,"37,753 ","37,716 ",37 ,80 ,"3,525 ","3,753 ","5,239 ","5,150 ","5,501 ","5,263 ","5,023 ","2,804 ","1,495 "
2022-05-02,"20,067 ","20,040 ",27 ,81 ,"2,506 ","2,260 ","2,834 ","3,083 ","3,185 ","2,449 ","2,009 ","1,066 ",675 
2022-05-03,"51,110 ","51,068 ",42 ,48 ,"4,651 ","6,080 ","7,474 ","7,536 ","7,755 ","7,065 ","5,717 ","3,159 ","1,673 "
2022-05-04,"49,048 ","49,014 ",34 ,72 ,"4,115 ","5,393 ","7,577 ","7,066 ","7,084 ","6,636 ","5,769 ","3,278 ","2,130 "
2022-05-05,"42,281 ","42,253 ",28 ,78 ,"3,651 ","4,664 ","6,767 ","6,001 ","6,280 ","5,610 ","4,832 ","2,783 ","1,693 "
2022-05-06,"26,691 ","26,663 ",28 ,48 ,"2,528 ","3,118 ","4,319 ","3,815 ","3,802 ","3,526 ","3,108 ","1,516 ",959 
2022-05-07,"39,584 ","39,557 ",27 ,82 ,"3,256 ","4,426 ","6,237 ","5,376 ","5,850 ","5,576 ","4,700 ","2,722 ","1,441 "
2022-05-08,"40,038 ","40,022 ",16 ,70 ,"3,237 ","4,632 ","5,974 ","5,362 ","5,828 ","5,523 ","4,965 ","2,797 ","1,720 "
2022-05-09,"20,581 ","20,565 ",16 ,40 ,"2,313 ","2,794 ","3,229 ","3,158 ","3,174 ","2,448 ","1,798 ","1,030 ",637 
2022-05-10,"49,914 ","49,891 ",23 ,62 ,"4,315 ","7,058 ","8,284 ","7,276 ","7,785 ","6,465 ","4,678 ","2,601 ","1,452 "
2022-05-11,"43,905 ","43,868 ",37 ,29 ,"3,583 ","5,807 ","7,777 ","5,989 ","6,373 ","5,614 ","4,450 ","2,553 ","1,759 "
2022-05-12,"35,889 ","35,875 ",14 ,63 ,"2,905 ","4,778 ","6,592 ","5,199 ","5,109 ","4,538 ","3,596 ","1,952 ","1,220 "
2022-05-13,"32,433 ","32,419 ",14 ,52 ,"2,612 ","4,119 ","5,721 ","4,403 ","4,586 ","4,451 ","3,554 ","1,865 ","1,122 "
2022-05-14,"29,567 ","29,541 ",26 ,54 ,"2,446 ","3,663 ","5,008 ","3,959 ","4,144 ","3,949 ","3,316 ","1,892 ","1,190 "
2022-05-15,"25,418 ","25,392 ",26 ,48 ,"2,161 ","3,011 ","3,979 ","3,336 ","3,618 ","3,664 ","3,037 ","1,637 ",975 
2022-05-16,"13,285 ","13,258 ",27 ,34 ,"1,404 ","1,695 ","2,271 ","1,956 ","2,043 ","1,643 ","1,210 ",660 ,403 
2022-05-17,"35,101 ","35,076 ",25 ,27 ,"2,929 ","4,840 ","6,271 ","5,119 ","5,411 ","4,646 ","3,270 ","1,686 ",929 
2022-05-18,"31,337 ","31,302 ",35 ,31 ,"2,534 ","4,071 ","5,688 ","4,516 ","4,441 ","3,986 ","3,256 ","1,691 ","1,154 "
2022-05-19,"28,117 ","28,103 ",14 ,36 ,"2,336 ","3,738 ","5,316 ","4,032 ","4,166 ","3,619 ","2,683 ","1,350 ",877 
2022-05-20,"25,116 ","25,094 ",22 ,42 ,"1,995 ","3,216 ","4,880 ","3,564 ","3,554 ","3,435 ","2,443 ","1,256 ",773 
2022-05-21,"23,447 ","23,435 ",12 ,26 ,"1,904 ","2,810 ","4,373 ","3,112 ","3,339 ","3,224 ","2,597 ","1,343 ",745 
2022-05-22,"19,283 ","19,258 ",25 ,54 ,"1,611 ","2,360 ","3,266 ","2,632 ","2,824 ","2,730 ","2,142 ","1,091 ",627 
2022-05-23,"9,970 ","9,952 ",18 ,21 ,"1,075 ","1,409 ","1,817 ","1,441 ","1,530 ","1,157 ",861 ,408 ,272 
2022-05-24,"26,332 ","26,290 ",42 ,19 ,"2,197 ","3,836 ","4,804 ","3,934 ","4,015 ","3,496 ","2,330 ","1,137 ",583 
2022-05-25,"23,938 ","23,917 ",21 ,23 ,"1,830 ","3,327 ","4,830 ","3,390 ","3,347 ","3,034 ","2,254 ","1,213 ",713 
2022-05-26,"18,805 ","18,772 ",33 ,34 ,"1,531 ","2,582 ","3,911 ","2,814 ","2,608 ","2,392 ","1,658 ",834 ,475 
2022-05-27,"16,567 ","16,522 ",45 ,40 ,"1,388 ","2,143 ","3,313 ","2,397 ","2,366 ","2,198 ","1,573 ",750 ,439 
2022-05-28,"14,388 ","14,344 ",44 ,36 ,"1,210 ","1,837 ","2,831 ","2,053 ","1,966 ","1,878 ","1,482 ",695 ,436 
2022-05-29,"12,642 ","12,616 ",26 ,19 ,"1,106 ","1,604 ","2,343 ","1,716 ","1,852 ","1,724 ","1,314 ",609 ,374 
2022-05-30,"6,132 ","6,085 ",47 ,9 ,692 ,784 ,"1,201 ",942 ,933 ,691 ,518 ,212 ,159 
2022-05-31,"17,175 ","17,132 ",43 ,9 ,"1,427 ","2,437 ","3,597 ","2,520 ","2,530 ","2,191 ","1,410 ",679 ,384 
2022-06-01,"15,782 ","15,735 ",47 ,21 ,"1,173 ","2,089 ","3,918 ","2,204 ","2,128 ","1,826 ","1,383 ",664 ,397 
2022-06-02,"9,882 ","9,849 ",33 ,14 ,879 ,"1,317 ","2,213 ","1,463 ","1,371 ","1,203 ",843 ,350 ,243 
2022-06-03,"12,527 ","12,492 ",35 ,17 ,941 ,"1,630 ","2,746 ","1,919 ","1,821 ","1,592 ","1,110 ",496 ,272 
2022-06-04,"12,018 ","11,978 ",40 ,9 ,994 ,"1,616 ","2,671 ","1,719 ","1,578 ","1,580 ","1,101 ",492 ,267 
2022-06-05,"9,825 ","9,778 ",47 ,20 ,762 ,"1,255 ","2,104 ","1,390 ","1,432 ","1,294 ",932 ,431 ,225 
2022-06-06,"5,011 ","4,994 ",17 ,21 ,482 ,646 ,"1,103 ",734 ,742 ,591 ,430 ,179 ,104 
2022-06-07,"6,171 ","6,135 ",36 ,20 ,578 ,809 ,"1,329 ",979 ,955 ,745 ,479 ,186 ,111 
2022-06-08,"13,335 ","13,274 ",61 ,6 ,961 ,"1,811 ","2,960 ","2,037 ","1,953 ","1,767 ","1,087 ",498 ,261 
2022-06-09,"12,143 ","12,080 ",63 ,18 ,911 ,"1,535 ","2,990 ","1,741 ","1,665 ","1,473 ","1,043 ",454 ,331 
2022-06-10,"9,301 ","9,254 ",47 ,18 ,744 ,"1,172 ","2,096 ","1,371 ","1,285 ","1,170 ",826 ,398 ,239 
2022-06-11,"8,432 ","8,370 ",62 ,10 ,648 ,"1,017 ","1,856 ","1,239 ","1,160 ","1,085 ",828 ,401 ,198 
2022-06-12,"7,369 ","7,290 ",79 ,20 ,636 ,929 ,"1,460 ","1,039 ","1,044 ",998 ,745 ,356 ,162 
2022-06-13,"3,814 ","3,759 ",55 ,17 ,414 ,511 ,733 ,587 ,544 ,445 ,339 ,164 ,77 
2022-06-14,"9,761 ","9,719 ",42 ,2 ,866 ,"1,297 ","1,994 ","1,517 ","1,492 ","1,272 ",768 ,364 ,191 
2022-06-15,"9,417 ","9,318 ",99 ,9 ,728 ,"1,138 ","2,058 ","1,455 ","1,349 ","1,208 ",845 ,403 ,233 
2022-06-16,"7,970 ","7,885 ",85 ,7 ,672 ,923 ,"1,719 ","1,295 ","1,172 ",970 ,711 ,352 ,156 
2022-06-17,"7,185 ","7,117 ",68 ,9 ,569 ,884 ,"1,522 ","1,145 ","1,008 ",926 ,666 ,315 ,150 
2022-06-18,"6,816 ","6,739 ",77 ,11 ,549 ,833 ,"1,370 ","1,002 ",975 ,919 ,676 ,315 ,177 
2022-06-19,"6,060 ","5,977 ",83 ,14 ,496 ,744 ,"1,103 ",878 ,891 ,887 ,644 ,277 ,140 
2022-06-20,"3,516 ","3,422 ",94 ,10 ,373 ,470 ,617 ,570 ,560 ,410 ,313 ,128 ,75 
2022-06-21,"9,289 ","9,216 ",73 ,11 ,735 ,"1,165 ","1,822 ","1,496 ","1,478 ","1,255 ",803 ,366 ,169 
2022-06-22,"8,970 ","8,868 ",102 ,11 ,735 ,"1,054 ","1,817 ","1,461 ","1,400 ","1,159 ",796 ,359 ,189 
2022-06-23,"7,487 ","7,396 ",91 ,14 ,600 ,929 ,"1,542 ","1,255 ","1,113 ",937 ,639 ,304 ,168 
2022-06-24,"7,187 ","7,075 ",112 ,9 ,547 ,813 ,"1,442 ","1,200 ","1,082 ",962 ,722 ,300 ,119 
2022-06-25,"6,772 ","6,659 ",113 ,17 ,551 ,852 ,"1,304 ","1,029 ",995 ,902 ,685 ,303 ,151 
2022-06-26,"6,234 ","6,099 ",135 ,6 ,510 ,772 ,"1,117 ",959 ,968 ,826 ,692 ,267 ,123 
2022-06-27,"3,416 ","3,305 ",111 ,3 ,305 ,423 ,647 ,605 ,539 ,448 ,288 ,112 ,49 
2022-06-28,"9,879 ","9,762 ",117 ,5 ,802 ,"1,242 ","2,051 ","1,654 ","1,565 ","1,263 ",793 ,338 ,171 
2022-06-29,"10,428 ","10,227 ",201 ,7 ,766 ,"1,155 ","2,358 ","1,801 ","1,589 ","1,327 ",891 ,352 ,189 
2022-06-30,"9,583 ","9,439 ",144 ,10 ,702 ,"1,162 ","2,353 ","1,599 ","1,393 ","1,132 ",818 ,316 ,108 
2022-07-01,"9,511 ","9,373 ",138 ,8 ,713 ,"1,174 ","2,295 ","1,554 ","1,309 ","1,195 ",767 ,350 ,154 
2022-07-02,"10,701 ","10,529 ",172 ,7 ,853 ,"1,391 ","2,468 ","1,731 ","1,523 ","1,320 ",863 ,372 ,180 
2022-07-03,"10,028 ","9,845 ",183 ,8 ,856 ,"1,304 ","2,034 ","1,535 ","1,490 ","1,377 ",926 ,322 ,184 
2022-07-04,"6,232 ","6,076 ",156 ,4 ,685 ,899 ,"1,228 ","1,041 ",913 ,699 ,464 ,170 ,133 
2022-07-05,"18,114 ","17,950 ",164 ,2 ,"1,520 ","2,503 ","3,777 ","3,006 ","2,966 ","2,342 ","1,253 ",530 ,217 
2022-07-06,"19,335 ","19,112 ",223 ,7 ,"1,564 ","2,598 ","4,229 ","3,195 ","2,935 ","2,389 ","1,482 ",586 ,357 
2022-07-07,"18,482 ","18,287 ",195 ,10 ,"1,476 ","2,485 ","4,097 ","3,002 ","2,824 ","2,313 ","1,353 ",600 ,332 
2022-07-08,"19,286 ","19,100 ",186 ,12 ,"1,632 ","2,755 ","3,991 ","3,034 ","2,909 ","2,409 ","1,562 ",655 ,339 
2022-07-09,"20,253 ","20,037 ",216 ,19 ,"1,755 ","3,149 ","4,063 ","2,888 ","2,981 ","2,683 ","1,689 ",692 ,353 
2022-07-10,"20,368 ","20,123 ",245 ,19 ,"1,768 ","3,121 ","3,717 ","3,008 ","3,032 ","2,644 ","1,889 ",802 ,387 
2022-07-11,"12,666 ","12,497 ",169 ,18 ,"1,442 ","2,084 ","2,238 ","2,035 ","2,024 ","1,423 ",882 ,356 ,182 
2022-07-12,"37,324 ","37,073 ",251 ,7 ,"3,254 ","6,226 ","6,708 ","5,970 ","5,976 ","4,714 ","2,765 ","1,188 ",523 
2022-07-13,"40,223 ","39,848 ",375 ,12 ,"3,401 ","6,328 ","8,178 ","6,631 ","5,844 ","4,804 ","3,048 ","1,329 ",660 
2022-07-14,"39,139 ","38,821 ",318 ,16 ,"3,283 ","6,087 ","8,202 ","6,077 ","5,862 ","4,654 ","2,931 ","1,390 ",653 
2022-07-15,"38,848 ","38,588 ",260 ,15 ,"3,367 ","6,496 ","7,518 ","5,884 ","5,599 ","4,702 ","3,159 ","1,460 ",663 
2022-07-16,"41,284 ","41,010 ",274 ,15 ,"3,774 ","7,092 ","7,529 ","5,846 ","5,931 ","5,085 ","3,552 ","1,682 ",793 
2022-07-17,"40,306 ","40,014 ",292 ,14 ,"3,869 ","6,653 ","6,738 ","5,723 ","6,057 ","5,200 ","3,560 ","1,698 ",808 
2022-07-18,"26,259 ","25,944 ",315 ,11 ,"3,418 ","5,198 ","4,230 ","3,838 ","3,875 ","2,673 ","1,805 ",757 ,465 
2022-07-19,"73,515 ","73,178 ",337 ,12 ,"6,790 ","13,644 ","12,368 ","11,236 ","11,397 ","8,923 ","5,462 ","2,580 ","1,115 "
2022-07-20,"76,333 ","75,915 ",418 ,12 ,"6,729 ","12,172 ","14,366 ","11,846 ","11,427 ","9,017 ","6,301 ","2,949 ","1,526 "
2022-07-21,"71,106 ","70,800 ",306 ,17 ,"6,014 ","10,217 ","14,770 ","11,146 ","10,704 ","8,371 ","5,856 ","2,765 ","1,263 "
2022-07-22,"68,574 ","68,259 ",315 ,31 ,"6,104 ","10,178 ","13,483 ","10,066 ","9,900 ","8,320 ","6,202 ","2,948 ","1,373 "
2022-07-23,"68,510 ","68,216 ",294 ,30 ,"6,045 ","10,488 ","12,105 ","9,668 ","9,836 ","8,918 ","6,599 ","3,197 ","1,654 "
2022-07-24,"65,342 ","65,033 ",309 ,18 ,"6,003 ","10,040 ","10,527 ","9,104 ","9,701 ","8,674 ","6,377 ","3,289 ","1,627 "
2022-07-25,"35,840 ","35,506 ",334 ,17 ,"4,232 ","5,552 ","5,586 ","5,520 ","5,608 ","4,200 ","2,976 ","1,418 ",748 
2022-07-26,"99,199 ","98,850 ",349 ,17 ,"8,869 ","12,623 ","16,898 ","15,799 ","16,313 ","13,498 ","8,698 ","4,419 ","2,082 "
2022-07-27,"100,188 ","99,661 ",527 ,25 ,"8,328 ","11,654 ","18,867 ","15,854 ","15,419 ","12,985 ","9,543 ","4,889 ","2,649 "
2022-07-28,"88,313 ","87,905 ",408 ,25 ,"7,477 ","10,350 ","17,008 ","13,908 ","13,629 ","11,500 ","8,422 ","4,012 ","2,007 "
2022-07-29,"85,246 ","84,824 ",422 ,35 ,"7,052 ","9,779 ","15,441 ","12,791 ","12,813 ","11,777 ","8,852 ","4,480 ","2,261 "
2022-07-30,"81,901 ","81,517 ",384 ,35 ,"6,982 ","8,853 ","14,444 ","12,026 ","12,244 ","11,426 ","8,974 ","4,567 ","2,385 "
2022-07-31,"73,537 ","73,191 ",346 ,20 ,"6,031 ","7,591 ","11,634 ","10,676 ","11,602 ","10,785 ","8,493 ","4,497 ","2,228 "
2022-08-01,"44,611 ","44,172 ",439 ,21 ,"5,008 ","5,154 ","7,162 ","6,963 ","6,969 ","5,617 ","4,485 ","2,107 ","1,146 "
2022-08-02,"111,723 ","111,164 ",559 ,14 ,"8,307 ","10,676 ","18,708 ","17,687 ","18,220 ","16,642 ","12,121 ","6,445 ","2,917 "
2022-08-03,"119,835 ","119,251 ",584 ,25 ,"8,898 ","11,929 ","21,070 ","18,071 ","18,205 ","17,313 ","13,423 ","6,920 ","4,006 "
2022-08-04,"107,821 ","107,397 ",424 ,34 ,"7,786 ","10,695 ","19,533 ","16,182 ","16,348 ","15,701 ","12,274 ","6,091 ","3,211 "
2022-08-05,"112,793 ","112,312 ",481 ,46 ,"9,110 ","11,785 ","19,078 ","16,564 ","16,640 ","16,421 ","12,916 ","6,636 ","3,643 "
2022-08-06,"110,598 ","110,035 ",563 ,44 ,"8,912 ","11,332 ","17,921 ","15,961 ","16,511 ","16,166 ","12,990 ","6,878 ","3,927 "
2022-08-07,"105,435 ","104,962 ",473 ,27 ,"8,569 ","10,604 ","16,109 ","15,179 ","15,714 ","15,955 ","12,621 ","6,936 ","3,748 "
2022-08-08,"55,226 ","54,756 ",470 ,28 ,"5,509 ","5,395 ","8,679 ","8,821 ","8,728 ","7,707 ","5,946 ","2,841 ","1,600 "
