시간,규모,진앙(km),위도,경도,위치
2022-09-10 14:59:48,3.4,7,38.95,127.29,북한 강원 원산 남남서쪽 26km 지역
2022-09-11 16:28:35,2.4,13,36.46,129.63,경북 영덕군 동북동쪽 24km 해역
2022-09-22 20:28:37,2.9,10,40.57,126.71,북한 자강도 용림 북북동쪽 7km 지역
2022-09-23 07:40:30,2.3,3,35.69,124.59,충남 태안군 서격렬비도 남서쪽 134km 해역
2022-10-01 04:37:53,2.7,14,36.94,127.13,충남 천안시 서북구 북북서쪽 7km 지역
2022-10-08 02:54:49,2.5,23,41.30,129.13,북한 함경북도 길주 북북서쪽 42km 지역
2022-10-08 14:33:34,2.4,14,41.29,129.21,북한 함경북도 길주 북북서쪽 39km 지역
2022-10-29 08:27:33,3.5,13,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29 08:27:49,4.1,12,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-10-29 08:29:09,2.2,13,36.88,127.87,충북 괴산군 북동쪽 10km 지역
2022-10-29 08:29:18,2.9,11,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-11-01 02:27:52,2.9,14,36.88,127.88,충북 괴산군 북동쪽 11km 지역
2022-11-03 11:36:00,2.1,10,35.47,124.90,전남 신안군 흑산도 북북서쪽 101km 해역
2022-11-05 13:21:22,2.5,11,36.97,126.38,충남 서산시 북북서쪽 22km 해역
2022-11-08 00:45:45,2.1,8,33.30,127.78,전남 여수시 거문도 남남동쪽 92km 해역
2022-11-13 12:17:41,2.1,17,35.07,125.07,전남 신안군 흑산도 북서쪽 55km 해역
2022-11-18 03:12:14,2.2,6,35.52,124.35,전남 신안군 흑산도 북서쪽 136km 해역
2022-11-20 01:01:17,3.3,20,33.96,125.22,전남 신안군 흑산도 남남서쪽 81km 해역
2022-11-20 15:21:41,2.0,11,41.29,129.22,북한 함경북도 길주 북북서쪽 38km 지역
2022-11-29 05:31:36,2.1,0,38.43,125.63,북한 황해북도 사리원 남서쪽 14km 지역
2022-12-01 15:17:58,3.2,14,36.17,128.27,경북 김천시 동북동쪽 14km 지역
2022-12-03 13:22:58,2.9,21,35.77,129.80,울산 북구 동북동쪽 45km 해역
2022-12-16 12:07:11,2.1,26,41.30,129.22,북한 함경북도 길주 북북서쪽 39km 지역
2022-12-23 19:43:17,2.3,0,35.14,125.08,전남 신안군 흑산도 북북서쪽 61km 해역
2022-12-25 19:31:07,2.6,14,36.51,128.65,경북 안동시 남서쪽 10km 지역
2023-01-05 00:28:05,2.4,24,33.38,127.23,제주 서귀포시 동북동쪽 64km 해역
2023-01-07 05:12:17,2.4,14,34.52,124.90,전남 신안군 흑산도 서남서쪽 50km 해역
2023-01-07 05:16:03,2.2,14,34.56,124.95,전남 신안군 흑산도 서남서쪽 45km 해역
2023-01-09 01:28:15,3.7,19,37.74,126.20,인천 강화군 서쪽 25km 해역
2023-01-13 12:23:51,2.1,11,35.09,125.07,전남 신안군 흑산도 북서쪽 57km 해역
2023-01-14 05:56:44,2.1,11,35.08,125.07,전남 신안군 흑산도 북서쪽 56km 해역
2023-01-21 13:37:39,2.5,15,36.46,129.63,경북 영덕군 동북동쪽 24km 해역
2023-01-23 07:33:45,2.9,15,37.90,125.71,북한 황해남도 해주 남쪽 16km 해역
2023-02-09 01:10:04,2.1,10,41.29,129.27,북한 함경북도 길주 북쪽 38km 지역
2023-02-11 08:22:01,2.3,13,36.52,127.85,충북 보은군 동북동쪽 11km 지역
2023-02-19 07:29:52,2.5,8,34.67,127.36,전남 고흥군 북동쪽 11km 지역
2023-03-03 11:26:54,3.0,8,35.21,127.94,경남 진주시 서북서쪽 16km 지역
2023-03-07 15:13:32,2.1,16,36.79,125.63,충남 태안군 서격렬비도 북북동쪽 21km 해역
2023-03-10 00:13:23,2.1,9,41.27,129.06,북한 함경북도 길주 북북서쪽 42km 지역
2023-03-14 02:18:42,2.4,20,41.27,129.14,북한 함경북도 길주 북북서쪽 38km 지역
2023-03-22 02:09:17,2.0,24,35.03,124.43,전남 신안군 흑산도 서북서쪽 99km 해역
2023-03-23 08:35:53,2.0,16,33.56,125.66,제주 제주시 서쪽 81km 해역
2023-03-25 18:35:48,2.5,5,37.19,125.27,인천 옹진군 연평도 남서쪽 65km 해역
2023-03-30 05:47:56,2.9,22,35.64,125.22,전북 군산시 어청도 남서쪽 86km 해역
2023-04-01 23:26:21,2.3,19,38.96,124.31,북한 평안북도 철산 남남서쪽 95km 해역
2023-04-06 00:51:49,2.7,12,37.94,125.60,북한 황해남도 해주 남서쪽 15km 지역
2023-04-12 22:45:46,2.1,7,38.13,127.09,경기 연천군 북북동쪽 4km 지역
2023-04-13 05:27:51,2.2,12,35.09,125.07,전남 신안군 흑산도 북서쪽 57km 해역
2023-04-19 00:45:07,2.6,14,33.09,125.42,제주 서귀포시 서쪽 108km 해역
2023-04-23 21:06:39,2.7,0,37.90,129.61,강원 동해시 북동쪽 60km 해역
2023-04-24 13:02:10,2.9,31,37.85,129.47,강원 동해시 북동쪽 48km 해역
2023-04-24 21:41:25,2.1,27,37.87,129.53,강원 동해시 북동쪽 53km 해역
2023-04-24 21:50:59,2.4,27,37.87,129.52,강원 동해시 북동쪽 52km 해역
2023-04-25 05:03:39,2.3,25,37.88,129.54,강원 동해시 북동쪽 54km 해역
2023-04-25 12:02:50,3.1,28,37.87,129.52,강원 동해시 북동쪽 52km 해역
2023-04-25 13:22:40,2.7,12,36.66,128.12,경북 문경시 북서쪽 10km 지역
2023-04-25 15:55:55,3.5,33,37.86,129.49,강원 동해시 북동쪽 50km 해역
2023-04-26 06:51:41,2.2,28,37.86,129.51,강원 동해시 북동쪽 51km 해역
2023-04-26 12:15:24,2.0,27,37.87,129.52,강원 동해시 북동쪽 52km 해역
2023-04-28 23:39:24,2.6,27,37.88,129.51,강원 동해시 북동쪽 53km 해역
2023-04-30 19:03:29,3.1,6,36.32,127.75,충북 옥천군 동쪽 16km 지역
2023-05-05 12:11:49,2.6,14,39.23,125.15,북한 평안북도 정주 남쪽 51km 해역
2023-05-08 19:51:34,2.5,17,37.49,129.13,강원 동해시 남남동쪽 4km 해역
2023-05-08 21:12:05,2.1,23,37.87,129.51,강원 동해시 북동쪽 52km 해역
2023-05-10 01:53:36,2.5,15,37.49,129.14,강원 동해시 남남동쪽 4km 지역
2023-05-10 01:53:41,2.6,16,37.49,129.12,강원 동해시 남쪽 4km 지역
2023-05-10 13:29:35,2.2,5,38.13,127.09,경기 연천군 북북동쪽 4km 지역
2023-05-10 16:32:10,2.5,16,37.49,129.12,강원 동해시 남쪽 4km 지역
2023-05-14 08:35:25,3.1,30,37.86,129.51,강원 동해시 북동쪽 51km 해역
2023-05-15 06:27:37,4.5,31,37.87,129.52,강원 동해시 북동쪽 52km 해역
2023-05-19 14:03:33,2.4,14,41.29,129.19,북한 함경북도 길주 북북서쪽 39km 지역
2023-05-22 03:39:18,2.3,28,37.87,129.52,강원 동해시 북동쪽 52km 해역
2023-05-25 22:27:39,2.4,18,41.25,129.24,북한 함경북도 길주 북북서쪽 34km 지역
2023-06-05 12:42:18,2.1,5,35.77,127.18,전북 완주군 남쪽 15km 지역
2023-06-07 15:30:05,2.1,22,41.31,129.16,북한 함경북도 길주 북북서쪽 42km 지역
2023-06-13 14:23:07,2.0,21,35.07,128.50,경남 창원시 마산합포구 남남서쪽 15km 해역
2023-06-16 06:03:01,3.1,25,34.02,124.80,전남 신안군 흑산도 남서쪽 92km 해역
2023-06-17 22:34:38,2.1,30,37.86,129.50,강원 동해시 북동쪽 50km 해역
2023-06-18 23:39:16,2.3,17,41.28,129.19,북한 함경북도 길주 북북서쪽 38km 지역
2023-06-25 11:55:14,2.4,17,41.32,129.21,북한 함경북도 길주 북북서쪽 42km 지역
2023-07-03 10:04:38,3.3,14,41.30,129.12,북한 함경북도 길주 북북서쪽 42km 지역
2023-07-05 01:02:38,2.1,15,41.27,129.21,북한 함경북도 길주 북북서쪽 36km 지역
2023-07-17 10:37:10,2.4,13,35.31,128.58,경남 함안군 동북동쪽 16km 지역
2023-07-28 13:16:43,2.0,17,41.31,129.23,북한 함경북도 길주 북북서쪽 40km 지역
2023-07-29 19:07:59,3.5,6,35.80,127.53,전북 장수군 북쪽 17km 지역
2023-08-04 03:07:31,2.1,22,33.73,127.22,전남 여수시 거문도 남남서쪽 34km 해역
2023-08-07 00:15:30,2.2,21,34.57,127.29,전남 고흥군 남남동쪽 4km 지역
2023-08-13 03:11:39,2.3,19,41.29,129.19,북한 함경북도 길주 북북서쪽 39km 지역
2023-08-13 03:13:37,2.7,15,41.30,129.19,북한 함경북도 길주 북북서쪽 40km 지역
2023-08-13 07:55:00,2.3,5,41.31,129.16,북한 함경북도 길주 북북서쪽 42km 지역
2023-08-20 19:41:14,2.6,14,37.77,130.36,경북 울릉군 울릉도 서북서쪽 58km 해역
2023-08-26 01:25:33,2.1,9,35.98,128.14,경북 김천시 남쪽 18km 지역
2023-09-02 20:50:37,2.1,28,41.26,129.10,북한 함경북도 길주 북북서쪽 39km 지역
2023-09-02 20:54:33,2.5,15,41.28,129.15,북한 함경북도 길주 북북서쪽 39km 지역
2023-09-08 03:29:48,2.2,17,41.29,129.24,북한 함경북도 길주 북쪽 38km 지역
2023-09-08 04:01:16,2.1,24,41.30,129.23,북한 함경북도 길주 북북서쪽 39km 지역
2023-09-08 05:12:01,2.3,19,41.32,129.17,북한 함경북도 길주 북북서쪽 43km 지역
2023-09-14 21:28:25,2.9,23,35.70,130.03,울산 동구 동북동쪽 60km 해역
2023-09-16 04:28:25,2.2,7,36.01,128.01,경북 김천시 남남서쪽 17km 지역
2023-09-22 17:46:58,2.2,14,36.59,128.22,경북 문경시 동쪽 3km 지역
2023-09-27 00:48:43,3.2,6,41.33,129.16,북한 함경북도 길주 북북서쪽 44km 지역
2023-10-01 07:35:56,2.1,23,41.26,129.29,북한 함경북도 길주 북쪽 34km 지역
2023-10-06 18:29:03,2.5,12,41.29,129.13,북한 함경북도 길주 북북서쪽 41km 지역
2023-10-09 23:16:36,2.2,13,41.30,129.23,북한 함경북도 길주 북북서쪽 39km 지역
2023-10-10 00:20:28,3.1,13,36.18,124.42,충남 태안군 서격렬비도 서남서쪽 111km 해역
2023-10-11 03:54:54,2.9,12,35.31,125.51,전남 신안군 흑산도 북쪽 72km 해역
2023-10-11 18:58:13,2.2,5,38.76,127.63,북한 강원 회양 북북동쪽 7km 지역
2023-10-15 09:42:38,2.3,12,37.72,125.58,북한 황해남도 옹진 남동쪽 30km 해역
2023-10-20 00:30:12,2.7,11,40.48,127.26,북한 함경남도 장진 북쪽 11km 지역
2023-10-20 17:36:00,2.0,18,35.06,125.08,전남 신안군 흑산도 북서쪽 53km 해역
2023-10-22 03:04:09,2.1,29,37.86,129.52,강원 동해시 북동쪽 52km 해역
2023-10-24 09:11:37,2.7,31,37.85,129.49,강원 동해시 북동쪽 49km 해역
2023-10-25 21:46:30,3.4,12,36.35,127.05,충남 공주시 남남서쪽 12km 지역
2023-10-28 08:37:14,2.2,31,41.25,129.12,북한 함경북도 길주 북북서쪽 37km 지역
2023-11-03 00:24:23,2.5,12,38.10,124.72,북한 황해남도 용연 서남서쪽 19km 해역
2023-11-17 04:06:38,2.1,18,33.67,127.38,전남 여수시 거문도 남쪽 40km 해역
2023-11-22 16:29:32,2.9,23,41.31,129.18,북한 함경북도 길주 북북서쪽 41km 지역
2023-11-22 17:40:59,2.3,24,41.30,129.20,북한 함경북도 길주 북북서쪽 40km 지역
2023-11-23 07:54:55,2.5,20,41.29,129.16,북한 함경북도 길주 북북서쪽 40km 지역
2023-11-23 12:42:02,2.2,6,41.23,129.05,북한 함경북도 길주 북서쪽 38km 지역
2023-11-23 21:21:44,2.6,15,41.30,129.20,북한 함경북도 길주 북북서쪽 40km 지역
2023-11-23 21:31:58,2.2,18,41.31,129.14,북한 함경북도 길주 북북서쪽 42km 지역
2023-11-24 22:06:53,2.7,17,35.07,125.06,전남 신안군 흑산도 북서쪽 55km 해역
2023-11-25 11:53:35,2.6,8,36.69,126.83,충남 예산군 북서쪽 2km 지역
2023-11-30 04:55:24,4.0,12,35.79,129.42,경북 경주시 동남동쪽 19km 지역
2023-12-04 02:28:02,3.1,22,41.30,129.15,북한 함경북도 길주 북북서쪽 41km 지역
2023-12-05 05:53:41,2.2,19,41.29,129.22,북한 함경북도 길주 북북서쪽 38km 지역
2023-12-06 19:11:06,2.0,28,41.26,129.22,북한 함경북도 길주 북북서쪽 35km 지역
2023-12-08 06:31:18,2.5,3,37.19,129.08,강원 삼척시 남남서쪽 30km 지역
2023-12-11 01:23:25,2.3,12,38.45,126.17,북한 황해북도 평산 북서쪽 24km 지역
2023-12-23 04:34:05,3.0,6,35.80,127.53,전북 장수군 북쪽 17km 지역
2024-01-06 20:02:39,2.4,17,33.59,127.22,전남 여수시 거문도 남쪽 49km 해역
2024-01-11 19:00:53,2.4,20,41.30,129.16,북한 함경북도 길주 북북서쪽 41km 지역
2024-01-13 08:03:02,2.4,8,37.65,124.65,인천 옹진군 백령도 남쪽 34km 해역
2024-01-24 12:25:25,2.1,6,38.85,125.77,북한 황해북도 송림 북동쪽 17km 지역
2024-01-24 19:12:07,2.0,18,35.76,129.19,경북 경주시 남남서쪽 11km 지역
2024-01-31 17:36:22,3.8,15,32.59,125.53,제주 서귀포시 이어도 북북동쪽 61km 해역
2024-02-03 02:24:04,2.0,13,35.96,127.00,전북 익산시 동북동쪽 4km 지역
2024-02-08 03:15:44,2.3,21,41.46,129.25,북한 함경북도 길주 북쪽 57km 지역
2024-02-14 23:33:00,2.2,20,41.28,129.15,북한 함경북도 길주 북북서쪽 39km 지역
2024-03-03 08:53:39,2.8,14,35.09,125.09,전남 신안군 흑산도 북북서쪽 56km 해역
2024-03-15 22:35:42,2.2,20,41.30,129.20,북한 함경북도 길주 북북서쪽 40km 지역
2024-03-22 08:05:55,2.4,18,33.68,125.15,전남 신안군 흑산도 남남서쪽 113km 해역
2024-03-25 21:16:45,2.1,7,35.11,125.07,전남 신안군 흑산도 북북서쪽 58km 해역
2024-03-27 09:43:10,2.9,24,41.29,129.19,북한 함경북도 길주 북북서쪽 39km 지역
2024-03-27 09:45:06,2.5,20,41.30,129.15,북한 함경북도 길주 북북서쪽 41km 지역
2024-03-27 11:14:27,2.7,16,41.31,129.12,북한 함경북도 길주 북북서쪽 43km 지역
2024-04-10 15:30:46,2.9,6,39.44,125.88,북한 평안남도 평성 북쪽 22km 지역
2024-04-22 07:47:19,2.6,6,36.00,128.35,경북 칠곡군 서쪽 5km 지역
2024-04-22 18:47:51,2.0,20,33.31,127.10,제주 서귀포시 동쪽 51km 해역
2024-04-28 10:33:43,2.2,14,35.61,128.28,경남 합천군 동북동쪽 11km 지역
2024-04-30 01:54:46,2.5,16,41.30,129.14,북한 함경북도 길주 북북서쪽 41km 지역
2024-05-08 00:50:00,2.2,11,38.80,126.17,북한 황해북도 연산 남서쪽 11km 지역
2024-05-09 05:41:25,2.2,11,41.32,129.18,북한 함경북도 길주 북북서쪽 42km 지역
2024-05-20 10:31:45,2.6,22,35.63,129.83,울산 동구 동북동쪽 40km 해역
2024-05-22 12:29:19,2.3,16,41.27,129.06,북한 함경북도 길주 북북서쪽 42km 지역
2024-05-31 03:35:02,2.8,9,38.13,127.09,경기 연천군 북북동쪽 4km 지역
2024-06-01 00:53:41,2.4,11,36.24,128.20,경북 김천시 북동쪽 14km 지역
2024-06-01 11:55:28,2.1,6,41.33,129.17,북한 함경북도 길주 북북서쪽 44km 지역
2024-06-03 02:25:11,2.5,14,38.24,128.69,강원 속초시 동북동쪽 9km 해역
2024-06-08 23:04:37,2.2,15,38.87,129.18,북한 강원 회양 동쪽 138km 해역
2024-06-09 15:16:14,2.1,7,33.40,125.10,제주 제주시 서쪽 133km 해역
2024-06-12 08:26:49,4.8,8,35.70,126.72,전북 부안군 남남서쪽 4km 지역
2024-06-12 13:55:42,3.1,8,35.70,126.73,전북 부안군 남쪽 4km 지역
2024-06-22 13:49:00,2.0,16,32.97,126.28,제주 서귀포시 남서쪽 41km 해역
2024-06-27 03:04:40,2.1,6,39.56,127.04,북한 함경남도 금야 서쪽 17km 지역
2024-07-03 14:24:43,2.3,8,35.70,126.72,전북 부안군 남남서쪽 4km 지역
2024-07-06 02:19:15,2.4,16,36.51,128.85,경북 안동시 동남동쪽 13km 지역
2024-07-26 22:52:37,2.6,7,35.57,125.14,전북 군산시 어청도 남서쪽 97km 해역
2024-07-27 12:50:57,2.9,17,41.30,129.13,북한 함경북도 길주 북북서쪽 42km 지역
2024-07-29 21:56:42,2.3,14,38.78,125.89,북한 황해북도 송림 동북동쪽 23km 지역
2024-08-01 08:34:12,3.0,9,38.76,125.89,북한 황해북도 송림 동쪽 22km 지역
2024-08-01 12:50:08,2.6,9,38.77,125.89,북한 황해북도 송림 동쪽 22km 지역
2024-08-04 00:27:10,2.7,18,34.79,124.66,전남 신안군 흑산도 서쪽 71km 해역
2024-08-23 01:42:16,2.1,9,36.96,126.31,충남 서산시 북북서쪽 23km 해역
2024-08-25 23:28:12,2.4,25,37.87,129.51,강원 동해시 북동쪽 52km 해역
2024-08-25 23:28:19,3.0,24,37.86,129.52,강원 동해시 북동쪽 52km 해역
2024-08-27 00:15:21,2.7,12,41.28,129.09,북한 함경북도 길주 북북서쪽 41km 지역
2024-08-27 23:02:24,2.2,21,37.87,129.54,강원 동해시 북동쪽 54km 해역
2024-08-29 20:23:55,2.4,19,35.66,129.75,울산 동구 동북동쪽 35km 해역
2024-09-01 13:46:21,2.4,27,37.86,129.52,강원 동해시 북동쪽 52km 해역
2024-09-11 02:24:34,2.7,11,37.11,125.45,충남 태안군 서격렬비도 북쪽 56km 해역
2024-09-12 19:19:46,2.9,17,39.90,126.56,북한 평안남도 덕천 북동쪽 27km 지역
2024-09-12 19:25:10,2.7,14,36.41,128.76,경북 의성군 북동쪽 8km 지역
2024-09-12 23:47:19,2.6,16,35.46,128.43,경남 창녕군 남남서쪽 11km 지역
2024-09-13 21:58:04,2.3,11,35.47,124.54,전남 신안군 흑산도 북서쪽 120km 해역
2024-09-18 12:47:52,2.7,5,35.73,124.35,충남 태안군 서격렬비도 남서쪽 145km 해역
2024-09-19 19:41:22,3.8,8,40.31,126.88,북한 평안남도 대흥 북쪽 25km 지역
2024-09-19 21:39:17,2.2,5,40.19,126.88,북한 평안남도 대흥 북북서쪽 12km 지역
2024-09-22 20:23:38,2.2,10,35.59,129.50,울산 동구 북동쪽 12km 해역
2024-09-24 07:05:28,2.2,12,35.22,128.63,경남 창원시 의창구 남남서쪽 4km 지역
2024-09-26 11:00:50,2.8,6,40.20,126.89,북한 평안남도 대흥 북북서쪽 13km 지역
2024-09-28 16:45:19,2.2,9,36.73,128.90,경북 안동시 북동쪽 24km 지역
2024-10-01 11:33:30,2.1,16,33.62,126.94,제주 제주시 동북동쪽 40km 해역
2024-10-04 13:23:30,2.3,10,41.27,129.11,북한 함경북도 길주 북북서쪽 39km 지역
2024-10-04 22:08:58,2.1,12,36.08,125.42,전북 군산시 어청도 서쪽 50km 해역
2024-10-07 15:09:38,2.2,20,35.67,129.63,울산 북구 동북동쪽 26km 해역
2024-10-16 00:55:54,2.1,12,36.27,126.71,충남 부여군 서쪽 18km 지역
2024-10-21 15:33:07,2.2,7,41.29,129.20,북한 함경북도 길주 북북서쪽 39km 지역
2024-10-22 01:47:05,2.1,18,41.27,129.20,북한 함경북도 길주 북북서쪽 37km 지역
2024-10-23 17:56:17,2.5,8,35.99,128.35,경북 칠곡군 서쪽 5km 지역
2024-10-26 03:32:50,2.2,21,33.42,125.80,제주 제주시 서쪽 68km 해역
2024-10-28 14:11:44,2.3,17,41.29,129.20,북한 함경북도 길주 북북서쪽 39km 지역
2024-11-01 21:27:42,2.9,19,33.43,127.86,전남 여수시 거문도 남동쪽 83km 해역
2024-11-02 21:24:57,2.5,17,41.28,129.21,북한 함경북도 길주 북북서쪽 37km 지역
2024-11-03 03:19:21,2.3,6,33.42,125.15,제주 제주시 서쪽 128km 해역
2024-11-03 12:16:44,2.0,13,36.46,129.64,경북 영덕군 동북동쪽 25km 해역
2024-11-08 05:47:40,2.2,9,33.40,125.14,제주 제주시 서쪽 130km 해역
2024-11-09 13:23:12,3.1,11,41.27,129.19,북한 함경북도 길주 북북서쪽 37km 지역
2024-11-10 14:27:55,2.3,17,33.40,125.11,제주 제주시 서쪽 132km 해역
2024-11-14 00:00:09,2.1,9,33.40,125.13,제주 제주시 서쪽 130km 해역
2024-11-14 04:21:55,2.1,14,32.64,125.82,제주 서귀포시 이어도 북동쪽 83km 해역
2024-11-14 22:48:15,2.0,20,35.28,127.43,전남 구례군 북북서쪽 9km 지역
2024-11-24 20:35:27,2.6,8,33.42,125.16,제주 제주시 서쪽 128km 해역
2024-11-28 00:36:11,2.5,12,35.51,126.82,전북 정읍시 남남서쪽 7km 지역
2024-12-02 23:04:22,2.4,12,41.31,129.18,북한 함경북도 길주 북북서쪽 41km 지역
2024-12-04 09:41:04,2.6,7,37.06,126.28,충남 서산시 북북서쪽 34km 해역
2024-12-22 19:33:09,2.2,17,36.39,127.52,대전 동구 북동쪽 10km 지역
2025-01-03 15:28:06,2.9,8,35.56,127.94,경남 거창군 남쪽 14km 지역
2025-01-05 02:43:11,2.2,5,38.00,125.39,북한 황해남도 옹진 북북동쪽 8km 지역
2025-01-05 09:54:14,2.1,10,35.48,128.31,경남 의령군 북북동쪽 18km 지역
2025-01-11 22:35:51,2.2,13,33.49,125.85,제주 제주시 서쪽 63km 해역
2025-01-14 16:33:56,2.5,10,39.01,126.53,북한 황해북도 신평 북서쪽 22km 지역
2025-01-29 02:15:45,2.1,11,38.47,126.19,북한 황해북도 평산 북서쪽 23km 지역
2025-02-07 02:35:34,3.1,9,37.14,127.76,충북 충주시 북서쪽 22km 지역
2025-02-09 17:49:38,2.1,4,38.49,126.15,북한 황해북도 평산 북서쪽 28km 지역
2025-02-13 12:06:51,2.3,8,35.70,126.73,전북 부안군 남쪽 4km 지역
2025-02-15 06:49:47,2.6,5,37.28,129.33,강원 삼척시 남동쪽 24km 해역
2025-02-16 13:42:04,2.2,20,33.91,126.94,전남 여수시 거문도 서남서쪽 37km 해역
2025-02-17 11:20:37,2.1,21,33.91,126.93,전남 여수시 거문도 서남서쪽 38km 해역
2025-02-22 06:30:12,2.0,8,36.71,125.93,충남 태안군 서쪽 33km 해역
2025-03-13 00:40:54,2.2,22,35.62,129.96,울산 동구 동북동쪽 51km 해역
2025-03-17 11:39:01,2.2,12,38.67,125.62,북한 황해북도 송림 남쪽 7km 지역
2025-03-20 16:26:08,2.5,15,36.49,124.68,충남 태안군 서격렬비도 서쪽 78km 해역
2025-03-29 05:37:25,2.5,20,33.90,126.93,전남 여수시 거문도 서남서쪽 38km 해역
2025-03-31 21:19:43,2.0,12,41.36,129.43,북한 함경북도 길주 북쪽 46km 지역
2025-04-02 22:47:35,2.4,8,35.56,124.43,전남 신안군 흑산도 북서쪽 134km 해역
2025-04-13 10:27:54,2.2,9,37.39,125.75,인천 옹진군 연평도 남쪽 31km 해역
2025-04-22 08:40:48,2.3,28,40.86,127.99,북한 양강도 풍산 서북서쪽 15km 지역
2025-04-28 19:39:39,2.7,0,33.75,127.62,전남 여수시 거문도 남동쪽 42km 해역
2025-05-01 16:26:07,2.3,20,41.29,129.23,북한 함경북도 길주 북북서쪽 38km 지역
2025-05-03 16:10:39,2.2,12,37.35,129.52,강원 삼척시 동남동쪽 33km 해역
2025-05-05 07:53:59,3.7,14,37.12,125.94,충남 태안군 북서쪽 52km 해역
2025-05-07 19:55:07,2.0,15,35.77,129.07,경북 경주시 남서쪽 17km 지역
2025-05-07 23:08:53,2.5,16,35.77,129.07,경북 경주시 남서쪽 17km 지역
2025-05-10 13:19:00,3.3,9,38.14,127.09,경기 연천군 북북동쪽 5km 지역
2025-05-10 14:59:25,2.5,8,38.13,127.09,경기 연천군 북북동쪽 4km 지역
2025-05-18 13:01:21,2.4,7,35.19,124.77,전남 신안군 흑산도 북서쪽 83km 해역
2025-05-19 14:18:50,2.4,13,36.18,128.26,경북 김천시 동북동쪽 14km 지역
2025-05-21 10:17:11,2.1,18,38.63,125.69,북한 황해북도 송림 남남동쪽 13km 지역
2025-05-28 00:17:31,2.0,17,35.55,129.65,울산 동구 동북동쪽 22km 해역
2025-06-07 03:25:17,2.2,4,39.10,126.76,북한 평안남도 양덕 남동쪽 16km 지역
2025-06-10 23:53:28,2.2,13,38.33,128.58,강원 고성군 동남동쪽 11km 해역
2025-06-12 21:49:16,2.7,19,35.06,125.08,전남 신안군 흑산도 북서쪽 53km 해역
2025-06-13 01:57:14,2.1,18,40.67,128.29,북한 양강도 풍산 남동쪽 20km 지역
2025-06-14 12:22:11,2.0,12,36.60,129.35,경북 영덕군 북쪽 21km 지역
2025-06-14 13:58:33,2.3,11,36.61,129.34,경북 영덕군 북쪽 22km 지역
2025-06-16 07:04:18,2.4,5,41.32,129.16,북한 함경북도 길주 북북서쪽 43km 지역
2025-06-22 12:00:39,2.1,16,41.22,129.05,북한 함경북도 길주 북서쪽 37km 지역
2025-06-22 13:28:14,2.0,14,37.77,125.97,북한 황해남도 해주 남동쪽 38km 해역
2025-06-22 18:10:48,2.2,27,41.29,129.17,북한 함경북도 길주 북북서쪽 40km 지역
2025-06-25 05:59:35,2.2,7,36.85,127.60,충북 증평군 북북동쪽 7km 지역
2025-07-06 04:20:19,2.2,17,37.38,129.82,경북 울진군 북동쪽 57km 해역
2025-07-22 03:57:05,2.5,0,32.41,126.95,제주 서귀포시 남남동쪽 101km 해역
2025-08-01 10:34:17,2.3,6,38.80,127.44,북한 강원 회양 북서쪽 18km 지역
2025-08-05 15:58:17,2.7,16,36.58,129.24,경북 영덕군 북북서쪽 22km 지역
2025-08-16 09:33:11,2.3,12,36.85,126.53,충남 당진시 서남서쪽 11km 지역
2025-08-25 10:40:28,2.2,14,35.76,129.19,경북 경주시 남남서쪽 11km 지역
2025-08-26 22:46:44,2.3,12,32.65,125.48,제주 서귀포시 이어도 북북동쪽 65km 해역
2025-09-04 08:02:46,2.2,16,33.79,124.99,전남 신안군 흑산도 남남서쪽 105km 해역
2025-09-05 00:45:17,2.5,27,36.36,130.12,경북 영덕군 동쪽 68km 해역
2025-09-09 20:04:15,2.1,17,33.66,126.96,제주 제주시 동북동쪽 44km 해역
2025-09-13 08:28:29,2.1,12,34.55,128.29,경남 통영시 남남서쪽 36km 해역
2025-09-15 15:34:42,2.3,15,36.41,128.64,경북 의성군 북서쪽 8km 지역
2025-09-15 15:49:56,2.0,14,36.41,128.64,경북 의성군 북서쪽 8km 지역
2025-09-21 01:59:59,2.5,19,41.33,129.18,북한 함경북도 길주 북북서쪽 44km 지역
2025-09-23 08:53:11,2.2,25,35.55,129.95,울산 동구 동쪽 49km 해역
2025-09-25 18:42:27,2.6,11,35.39,125.54,전남 신안군 흑산도 북쪽 81km 해역
2025-09-26 06:53:01,2.1,13,35.40,127.91,경남 산청군 동남동쪽 4km 지역
2025-10-05 12:49:56,2.8,19,33.27,127.54,전남 여수시 거문도 남남동쪽 87km 해역
2025-10-08 11:49:39,3.1,9,36.28,127.76,충북 옥천군 동쪽 17km 지역
2025-10-12 05:32:59,2.2,23,41.29,129.18,북한 함경북도 길주 북북서쪽 39km 지역
2025-10-17 00:11:36,2.4,10,41.30,129.20,북한 함경북도 길주 북북서쪽 40km 지역
2025-10-17 02:22:46,2.4,17,41.28,129.24,북한 함경북도 길주 북쪽 37km 지역
2025-10-18 21:37:40,2.3,18,36.49,128.05,경북 상주시 북서쪽 13km 지역
2025-10-23 18:21:13,2.3,21,41.28,129.25,북한 함경북도 길주 북쪽 37km 지역
